,customer_id,churn,churn prediction,churn probability
6074,8727-JQFHV,0,0,1.1929246314210757
5992,7493-GVFIO,0,0,1.1929246314210757
5562,0780-XNZFN,0,0,1.1929246314210757
5939,6625-FLENO,0,0,1.1929246314210757
5838,4990-ALDGW,0,0,1.1929246314210757
6038,8164-OCKUJ,0,0,1.1929246314210757
5682,2525-GVKQU,0,0,1.1929246314210757
6101,9084-OAYKL,0,0,1.1929246314210757
5683,2545-LXYVJ,0,0,1.1929786906460957
5602,1293-BSEUN,0,0,1.1929786906460957
6066,8544-JNBOX,0,0,1.1929786906460957
5766,3769-MHZNV,0,0,1.2036086014185645
5528,0301-KOBTQ,0,0,1.2036086014185645
5593,1215-EXRMO,0,0,1.203794196638467
5825,4807-IZYOZ,0,0,1.203794196638467
5920,6340-DACFT,0,0,1.203794196638467
5935,6609-MXJHJ,0,0,1.2091692183861544
5738,3373-DIUUN,0,0,1.2091692183861544
5869,5480-XTFFL,0,0,1.2091692183861544
6022,7951-QKZPL,1,0,1.2091692183861544
6041,8174-LNWMW,0,0,1.2091692183861544
6128,9574-BOSMD,0,0,1.2111749050310994
5894,5854-KSRBJ,0,0,1.2111749050310994
5770,3810-PJUHR,0,0,1.2111749050310994
5856,5242-UOWHD,0,0,1.2191580519680152
5959,6961-MJKBO,0,0,1.2191580519680152
5810,4625-LAMOB,0,0,1.2191580519680152
5582,1087-GRUYI,0,0,1.2191580519680152
5550,0582-AVCLN,0,0,1.2191580519680152
5832,4884-LEVMQ,0,0,1.2191580519680152
5551,0603-TPMIB,0,0,1.2347176871995313
5597,1241-EZFMJ,0,0,1.2347176871995313
5729,3261-CQXOL,0,0,1.2347717464245511
5622,1635-NZATJ,0,0,1.2347717464245511
5875,5598-IKHQQ,0,0,1.2347717464245511
5699,2799-TSLAG,0,0,1.2381478728331068
5924,6370-ZVHDV,0,0,1.2381478728331068
5903,5995-LFTLE,0,0,1.2381478728331068
6080,8774-GSBUN,0,0,1.2382019320581266
5523,0174-QRVVY,0,0,1.2382019320581266
5565,0795-XCCTE,0,0,1.2382019320581266
5794,4312-KFRXN,0,0,1.2382019320581266
6042,8207-VVMYB,0,0,1.2518143252702651
5991,7480-SPLEF,0,0,1.2518143252702651
5591,1167-OYZJF,0,0,1.252246250271388
5846,5115-SQAAU,0,0,1.2565149459347411
5760,3696-DFHHB,0,0,1.2565149459347411
5977,7225-IILWY,0,0,1.2565149459347411
5787,4176-RELJR,0,0,1.257806867238978
5953,6857-TKDJV,0,0,1.257806867238978
5779,3967-VQOGC,0,0,1.257806867238978
5765,3768-VHXQO,0,0,1.257806867238978
5655,2143-LJULT,0,0,1.257806867238978
5546,0506-YLVKJ,0,0,1.2613009091108722
5660,2208-MPXIO,0,0,1.2613009091108722
5819,4735-BJKOU,0,0,1.2613009091108722
6017,7815-PDTHL,0,0,1.2613009091108722
6068,8577-QSOCG,0,0,1.2613009091108722
6005,7634-HLQJR,0,0,1.2613009091108722
5891,5845-BZZIB,0,0,1.2613009091108722
6099,9068-FHQHD,0,0,1.2613009091108722
5725,3190-ITQXP,0,0,1.2613009091108722
6129,9585-KKMFD,0,0,1.2613009091108722
5668,2300-RQGOI,0,0,1.2613009091108722
5904,6000-UKLWI,0,0,1.2613009091108722
6140,9710-NJERN,0,0,1.2613009091108722
5932,6551-VLJMV,0,0,1.2613009091108722
6043,8215-NGSPE,0,0,1.2613009091108722
5944,6725-TPKJO,0,0,1.2613009091108722
5871,5529-GIBVH,0,0,1.2613009091108722
5716,3097-FQTVJ,0,0,1.2613009091108722
6100,9081-WWXKP,0,0,1.2613009091108722
5672,2384-OVPSA,0,0,1.2613009091108722
5692,2642-MAWLJ,0,0,1.2613009091108722
5858,5296-BFCYD,0,0,1.2613009091108722
5573,0932-YIXYU,0,0,1.2613009091108722
5650,2068-WWXQZ,0,0,1.2613009091108722
5745,3472-QPRCH,0,0,1.266861526078462
5804,4526-EXKKN,0,0,1.266861526078462
6087,8874-EJNSR,0,0,1.266861526078462
6085,8859-AXJZP,0,0,1.266861526078462
5900,5968-HYJRZ,0,0,1.266861526078462
6137,9650-VBUOG,0,0,1.266861526078462
5778,3957-SQXML,0,0,1.266861526078462
5937,6619-RPLQZ,0,0,1.266861526078462
6044,8219-VYBVI,0,0,1.266861526078462
6021,7945-PRBVF,0,0,1.266861526078462
5857,5249-QYHEX,0,0,1.266861526078462
5680,2511-ALLCS,0,0,1.266861526078462
5661,2208-NKVVH,0,0,1.266861526078462
6095,8966-KZXXA,0,0,1.266861526078462
5814,4652-ODEVH,0,0,1.266861526078462
5641,1970-KKFWL,0,0,1.266861526078462
6060,8450-LUGUK,0,0,1.266861526078462
5949,6813-GZQCG,0,0,1.266861526078462
5705,2888-ADFAO,0,0,1.266861526078462
6051,8292-ITGYJ,0,0,1.266861526078462
5803,4521-WFJAI,0,0,1.2787872930722721
5649,2050-ONYDQ,0,0,1.2787872930722721
5929,6485-QXWWE,0,0,1.2787872930722721
5902,5982-XMDEX,0,0,1.2787872930722721
6146,9838-BFCQT,0,0,1.2788413522972921
5969,7096-ZNBZI,0,0,1.2788413522972921
5709,2961-VNFKL,0,0,1.2788413522972921
5811,4625-XMOYM,0,0,1.2788413522972921
5955,6917-FIJHC,0,0,1.2788413522972921
5998,7558-IMLMT,0,0,1.2813362790036837
5581,1080-BWSYE,0,0,1.2834879137367483
5777,3913-RDSJZ,0,0,1.2834879137367483
5653,2097-YVPKN,0,0,1.2834879137367483
5885,5743-KHMNA,0,0,1.2835419729617683
5677,2452-MRMZF,0,0,1.2835419729617683
5679,2509-TFPJU,0,0,1.2835419729617683
5917,6285-FTQBF,0,0,1.2835419729617683
5791,4231-LZUYM,0,0,1.2835419729617683
5657,2169-RRLFW,0,0,1.2835419729617683
5872,5542-NKVRU,0,0,1.290390937843168
5839,5006-MXVRN,0,0,1.290390937843168
5852,5176-LMJXE,0,0,1.290390937843168
6057,8402-OOOHJ,0,0,1.290390937843168
5830,4878-BUNFV,0,0,1.290390937843168
5574,0936-NQLJU,0,0,1.290390937843168
5976,7205-BAIAD,0,0,1.290390937843168
5670,2346-CZYIL,0,0,1.292613285259314
6150,9950-MTGYX,0,0,1.292613285259314
5833,4896-CPRPF,0,0,1.3321839936216235
5556,0625-AFOHS,0,0,1.3347561424021712
5999,7596-IIWYC,0,0,1.3347561424021712
5877,5622-UEJFI,0,0,1.335614179255199
6082,8807-OPMBM,0,0,1.3549635395602
5715,3088-FVYWK,0,0,1.3549635395602
5580,1073-XXCZD,0,0,1.3549635395602
5540,0463-TXOAK,0,0,1.3549635395602
5841,5044-XDPYX,0,0,1.3549635395602
6064,8532-UEFWH,0,0,1.3549635395602
6117,9392-XBGTD,0,0,1.363846171134467
5940,6651-RLGGM,0,0,1.3671989406548806
5596,1240-HCBOH,0,0,1.3671989406548806
6059,8441-SHIPE,0,0,1.3718995613193565
5774,3873-WOSBC,0,0,1.3718995613193565
5861,5322-ZSMZY,0,0,1.3838679730725933
5790,4213-HKBJO,0,0,1.3838679730725933
6048,8234-GSZYK,0,0,1.436859660100425
5748,3521-HTQTV,0,0,1.436859660100425
5734,3284-SVCRO,0,0,1.441560280764901
6016,7799-LGRDP,0,0,1.441560280764901
6096,8966-SNIZF,0,0,1.4516396097654904
5707,2900-PHPLN,0,0,1.4516396097654904
5731,3274-NSDWE,0,0,1.4516396097654904
6062,8514-VZHEB,0,0,1.4786125775674974
6079,8755-OGKNA,0,0,1.4786125775674974
5689,2616-FLVQC,0,0,1.4786125775674974
5768,3777-XROBG,0,0,1.4786125775674974
5986,7416-CKTEP,0,0,1.4786125775674974
5951,6848-HJTXY,0,0,1.4786125775674974
5888,5799-JRCZO,0,0,1.4786125775674974
5984,7328-ZJAJO,0,0,1.4786125775674974
5793,4299-OPXEJ,0,0,1.4786125775674974
6020,7941-RCJOW,0,0,1.4786125775674974
5915,6217-KDYWC,0,0,1.4786125775674974
6030,8043-PNYSD,0,0,1.4786125775674974
6053,8347-GDTMP,0,0,1.4786125775674974
5696,2718-YSKCS,0,0,1.4786666367925174
5732,3279-DYZQM,0,0,1.4786666367925174
5590,1166-PQLGG,0,0,1.4786666367925174
6002,7602-DBTOU,0,0,1.4786666367925174
5933,6582-PLFUU,0,0,1.4894821427848888
6145,9814-AOUDH,0,0,1.4894821427848888
5816,4698-KVLLG,0,0,1.4894821427848888
5914,6199-IPCAO,0,0,1.5103148933917239
5588,1106-HRLKZ,0,0,1.5760788839895896
5978,7242-EDTYC,0,0,1.5760788839895896
5927,6479-SZPLM,0,0,1.5760788839895896
6001,7601-GNDYK,0,0,1.5760788839895896
5578,1047-RNXZV,0,0,1.5760788839895896
5735,3308-DGHKL,0,0,1.5774124480383285
5646,2007-QVGAW,0,0,1.5774124480383285
5554,0613-WUXUM,0,0,1.5774124480383285
5863,5346-BZCHP,0,0,1.5774124480383285
6122,9500-WBGRP,0,0,1.5774124480383285
5545,0505-SPOOW,0,0,1.59035434330781
5518,0042-RLHYP,0,0,1.59035434330781
5908,6060-QBMGV,0,0,1.59035434330781
5710,2984-RGEYA,0,0,1.59035434330781
6125,9537-JALFH,0,0,1.59035434330781
6078,8750-QWZAJ,0,0,1.59035434330781
6019,7876-DNYAP,0,0,1.59035434330781
5921,6345-FZOQH,0,0,1.59035434330781
6050,8285-ABVLB,0,0,1.59035434330781
6142,9764-REAFF,0,0,1.6043854158403357
5982,7293-LSCDV,0,0,1.6043854158403357
5919,6323-AYBRX,1,0,1.6043854158403357
5656,2146-EGVDT,0,0,1.6043854158403357
5746,3498-LZGQZ,0,0,1.6043854158403357
6061,8464-EETCQ,0,0,1.6043854158403357
5780,3970-XGJDU,0,0,1.6043854158403357
5595,1231-YNDEK,0,0,1.6043854158403357
6076,8747-UDCOI,0,0,1.6043854158403357
6084,8857-CUPFQ,0,0,1.6043854158403357
5566,0825-CPPQH,0,0,1.6044394750653552
5886,5787-KXGIY,0,0,1.6044394750653552
5782,3976-HXHCE,0,0,1.6044394750653552
5704,2848-YXSMW,0,0,1.6044394750653552
5776,3910-MRQOY,0,0,1.6044394750653552
5931,6518-PPLMZ,0,0,1.615254981057727
5754,3620-EHIMZ,0,0,1.615254981057727
5586,1098-KFQEC,0,0,1.615254981057727
6127,9565-AXSMR,0,0,1.615254981057727
5762,3719-TDVQB,0,0,1.615254981057727
5555,0621-CXBKL,0,0,1.615254981057727
5652,2075-PUEPR,0,0,1.615254981057727
5703,2817-LVCPP,0,0,1.615254981057727
6091,8917-SZTTJ,0,0,1.617327311109817
6133,9625-RZFUK,0,0,1.617327311109817
5609,1399-OUPJN,0,0,1.617327311109817
5945,6734-JDTTV,0,0,1.617327311109817
5632,1830-IPXVJ,0,0,1.617327311109817
5890,5821-MMEIL,0,0,1.617327311109817
5879,5656-JAMLX,0,0,1.617327311109817
5737,3359-DSRKA,0,0,1.617327311109817
5674,2418-TPEUN,0,0,1.617327311109817
6073,8711-LOBKY,0,0,1.617327311109817
5970,7114-AEOZE,0,0,1.617327311109817
5972,7157-SMCFK,0,0,1.617327311109817
6104,9135-HSWOC,0,0,1.617327311109817
6023,7969-FFOWG,0,0,1.617327311109817
5757,3646-ITDGM,0,0,1.617327311109817
5618,1591-XWLGB,0,0,1.6173813703348372
5579,1052-QJIBV,0,0,1.6173813703348372
6003,7606-BPHHN,0,0,1.6173813703348372
5756,3642-BYHDO,0,0,1.6173813703348372
5826,4817-KEQSP,0,0,1.6173813703348372
5958,6928-ONTRW,0,0,1.6173813703348372
5786,4086-WITJG,0,0,1.6173813703348372
5784,3996-ZNWYK,0,0,1.6173813703348372
5563,0784-ZQJZX,0,0,1.6173813703348372
5688,2607-DHDAK,0,0,1.6173813703348372
5568,0831-JNISG,0,0,1.6173813703348372
5538,0404-AHASP,0,0,1.6173813703348372
5724,3173-WSSUE,0,0,1.6173813703348372
5897,5893-KCLGT,0,0,1.6173813703348372
5676,2429-AYKKO,0,0,1.6173813703348372
5781,3973-SKMLN,0,0,1.6173813703348372
5987,7427-AUFPY,0,0,1.6281968763272086
5623,1657-DYMBM,0,0,1.6281968763272086
5693,2675-IJRGJ,0,0,1.6281968763272086
6130,9588-YRFHY,0,0,1.6281968763272086
5922,6349-JDHQP,0,0,1.6281968763272086
6115,9371-BITHB,0,0,1.6281968763272086
5598,1241-FPMOF,0,0,1.6281968763272086
5552,0607-DAAHE,1,0,1.6281968763272086
5569,0839-QNXME,0,0,1.6441594145701206
5812,4635-EJYPD,0,0,1.6441594145701206
5813,4641-FROLU,0,0,1.6441594145701206
5821,4774-HHGGS,0,0,1.6441594145701206
5996,7552-KEYGT,0,0,1.6495341172808886
5548,0559-CKHUS,0,0,1.6495341172808886
5763,3721-WKIIL,0,0,1.6495341172808886
5697,2729-VNVAP,0,0,1.657101309839602
5601,1270-XKUCC,0,0,1.657101309839602
5690,2626-VEEWG,0,0,1.6927970634229441
6153,9972-EWRJS,0,0,1.6927970634229441
5947,6762-NSODU,0,0,1.701851722262428
5764,3764-MNMOI,0,0,1.701851722262428
5820,4742-TXUEX,0,0,1.701851722262428
5567,0827-ITJPH,0,0,1.701851722262428
5675,2428-HYUNX,0,0,1.701851722262428
5534,0386-CWRGM,0,0,1.701851722262428
5867,5465-BUBFA,0,0,1.701851722262428
6092,8922-NPKBJ,0,0,1.701851722262428
5524,0206-OYVOC,0,0,1.701851722262428
6134,9631-RXVJM,0,0,1.701851722262428
5834,4933-BSAIP,0,0,1.701851722262428
5639,1945-XISKS,0,0,1.7057389586924254
5974,7167-PCEYD,0,0,1.7057389586924254
6132,9624-EGDEQ,0,0,1.7147936175319094
5845,5093-FEGLU,0,0,1.7147936175319094
6154,9975-GPKZU,0,0,1.7147936175319094
5633,1839-FBNFR,0,0,1.7147936175319094
6148,9938-PRCVK,0,0,1.7147936175319094
5889,5804-JMYIO,0,0,1.7147936175319094
6088,8896-RAZCR,0,0,1.7147936175319094
6116,9385-EHGDO,0,0,1.7147936175319094
5532,0362-RAOQO,0,0,1.7147936175319094
6135,9646-NMHXE,0,0,1.7147936175319094
6090,8917-FAEMR,0,0,1.7147936175319094
5855,5231-FIQPA,0,0,1.7147936175319094
5643,1985-MBRYP,0,0,1.7147936175319094
5740,3451-VAWLI,0,0,1.7147936175319094
6012,7696-CFTAT,0,0,1.7147936175319094
5626,1709-EJDOX,0,0,1.7147936175319094
6011,7695-PKLCZ,0,0,1.7573740572470207
5797,4361-FEBGN,0,0,1.7613009091108724
5966,7033-CLAMM,0,0,1.7613009091108724
5539,0442-TDYUO,0,0,1.7613009091108724
6110,9251-AWQGT,0,0,1.7613009091108724
5822,4779-ZGICK,0,0,1.7668615260784621
6000,7601-DHFWZ,0,0,1.7668615260784621
5620,1627-AFWVJ,0,0,1.7753069555537273
6144,9800-OUIGR,0,0,1.775855694048899
6027,7996-MHXLW,0,0,1.7814163110164891
5629,1767-CJKBA,0,0,1.7814163110164891
5671,2346-LOCWC,0,0,1.784347025049028
5722,3154-HMWUU,0,0,1.784347025049028
5638,1927-QEWMY,0,0,1.7844010842740479
6046,8229-BUJHX,0,0,1.7844010842740479
5851,5171-EPLKN,0,0,1.7882488508232084
5687,2595-KIWPV,0,0,1.7882488508232084
5809,4609-KNNWG,0,0,1.7882488508232084
5636,1862-QRWPE,0,0,1.7903909378431682
5673,2400-FEQME,0,0,1.7952165902664197
5758,3662-FXJFO,0,0,1.7952165902664197
5700,2804-ETQDK,0,0,1.8049457227811947
5713,3070-FNFZQ,0,0,1.8105512123215695
5983,7321-KKSDU,0,0,1.8241210237788126
5895,5859-HZYLF,0,0,1.8354921407389122
5963,7008-LZVOZ,0,0,1.850168964193226
6112,9337-SRRNI,0,0,1.850168964193226
5979,7267-FRMJW,0,0,1.8526940694644265
5702,2808-CHTDM,0,0,1.8582546864320162
6031,8067-NIOYM,0,0,1.8582546864320162
6108,9178-JHUVJ,0,0,1.8582546864320162
5739,3389-KTRXV,0,0,1.8582546864320162
5775,3896-ZVNET,0,0,1.8582546864320162
5744,3460-TJBWI,0,0,1.8582546864320162
6063,8515-OCTJS,1,0,1.8582546864320162
5956,6923-AQONU,0,0,1.8582546864320162
5615,1535-VTJOQ,0,0,1.8582546864320162
5536,0397-ZXWQF,0,0,1.8727586726316363
5608,1395-WSWXR,0,0,1.8817840981967218
5743,3458-IDMFK,0,0,1.8817840981967218
5912,6169-PPETC,0,0,1.8818133314711205
5899,5939-SXWHM,0,0,1.9368596601004249
6018,7850-THJMU,0,0,1.9814055579505039
5664,2230-XTUWL,0,0,2.0760788839895894
6149,9945-PSVIP,0,0,2.160273360673872
5531,0354-VXMJC,0,0,2.1674720443431443
5522,0164-XAIRP,0,0,2.1674720443431443
5926,6425-JWTDV,0,0,2.2018517222624276
6147,9916-AYHTC,0,0,2.2147936175319094
5604,1302-TPUBN,0,0,2.216406507200455
5884,5730-DBDSI,0,0,2.229348402469937
6015,7729-XBTWX,0,0,2.229348402469937
5521,0071-NDAFP,0,0,2.232341650239701
5642,1982-FEBTD,0,0,2.232341650239701
5718,3118-UHVVQ,0,0,2.2404506889066287
5795,4335-BSMJS,0,0,2.2674236567086354
5818,4707-MAXGU,0,0,2.2674777159336554
5583,1089-XZWHH,0,0,2.306186777885464
5796,4335-UPJSI,0,0,2.306186777885464
6126,9548-LERKT,0,0,2.306186777885464
6035,8143-ETQTI,0,0,2.306186777885464
5701,2805-AUFQN,0,0,2.306186777885464
6040,8173-RXAYP,0,0,2.306186777885464
5831,4883-KCPZJ,0,0,2.317739813154847
5930,6518-KZXCB,0,0,2.317739813154847
6141,9717-IOAAF,0,0,2.498951257028087
5835,4950-HKQTE,0,0,2.6871261562980555
6047,8232-UTFOZ,0,0,2.715491932740942
5658,2181-TIDSV,0,0,2.715491932740942
5759,3678-MNGZX,0,0,2.715491932740942
5747,3507-GASNP,0,0,2.742464900542949
5612,1460-UZPRJ,0,0,2.742464900542949
5527,0281-CNTZX,0,0,2.742464900542949
5792,4277-BWBML,0,0,2.7425189597679687
5617,1574-DYCWE,0,0,2.7533344657603402
5594,1223-UNPKS,0,0,2.811339133978051
5848,5146-YYFRZ,0,0,2.8308765481255573
5698,2796-NNUFI,0,0,2.8399312069650406
5901,5970-GHJAW,0,0,2.8399312069650406
6119,9418-RUKPH,0,0,2.8399312069650406
6089,8908-SLFCJ,0,0,2.901989984254787
5824,4804-NCPET,0,0,3.0660357601032486
6097,8999-EXMNO,0,0,3.0660357601032486
5783,3978-YNKDD,0,0,3.071596377070839
5711,2995-YWTCD,0,0,3.071596377070839
5817,4703-MQYKT,0,0,3.211207342165914
6024,7977-HXJKU,0,0,3.211207342165914
65,0973-KYVNF,0,0,3.2279659381029493
351,5846-NEQVZ,0,0,3.2279659381029493
228,3913-FCUUW,0,0,3.2279659381029493
5870,5495-GPSRW,0,0,3.264831842399088
5849,5148-HKFIR,0,0,3.264831842399088
202,3511-BFTJW,0,0,3.2772727813430165
5599,1245-HARPS,0,0,3.2836671594061952
9,0229-LFJAF,0,0,3.2933576365117254
15,0270-THENM,0,0,3.2933576365117254
280,4872-JCVCA,0,0,3.3255038362886618
5669,2333-KWEWW,0,0,3.329731541446088
5606,1328-EUZHC,0,0,3.329731541446088
6028,8007-YYPWD,0,0,3.331370633516642
5695,2706-QZIHY,0,0,3.331370633516642
6136,9648-BCHKM,0,0,3.335292158413679
5995,7527-QNRUS,0,0,3.335292158413679
5584,1092-WPIVQ,0,0,3.335292158413679
447,7169-YWAMK,0,0,3.34875710973385
348,5803-NQJZO,0,0,3.34875710973385
497,8039-ACLPL,0,0,3.34875710973385
366,6087-YPWHO,0,0,3.34875710973385
596,9489-DEDVP,0,0,3.3541168690266825
5628,1764-VUUMT,0,0,3.354485991903068
324,5456-ITGIC,0,0,3.3621799285257965
54,0774-RMNUW,0,0,3.3621799285257965
493,7921-BEPCI,0,0,3.3621799285257965
286,4967-WPNCF,0,0,3.3621799285257965
461,7399-QHBJS,0,0,3.3621799285257965
320,5360-XGYAZ,0,0,3.3621799285257965
